name,type,gender,country,begin_date,end_date,begin_area_name,begin_area_name_full,begin_area_latlng,area_name,area_name_full,area_latlng
Clarence “Gatemouth” Brown,Person,Male,US,1924-04-18,2005-09-10,Calcasieu Parish,"Calcasieu Parish, Louisiana, United States",,United States,,
James Cotton,Person,Male,US,1935-07-01,,Tunica,"Tunica, Tunica County, Mississippi, United States",,United States,,
George Lewis,Person,Male,US,1952-07-14,,,,,United States,,
Charlie Parker,Person,Male,US,1920-08-29,1955-03-12,Kansas City,"Kansas City, Jackson County, Missouri, United States",,United States,,
John Hammond,Person,Male,US,1942-11-13,,New York,"New York, New York, United States",,United States,,
T-Model Ford,Person,Male,US,1920,2013-07-16,Mississippi,"Mississippi, United States",,United States,,
Jason Moran,Person,Male,US,1975-01-21,,Houston,"Houston, Harris County, Texas, United States",,United States,,
Charlie Musselwhite,Person,Male,US,1944-01-31,,Kosciusko,"Kosciusko, Attala County, Mississippi, United States",,United States,,
Jimmy Cliff,Person,Male,JM,1948-04-01,,Adelphi,"Adelphi, Saint James, Jamaica",,Jamaica,,
Danny Gatton,Person,Male,US,1945-09-04,1994-10-04,,,,United States,,
Leon Redbone,Person,Male,US,1949-08-26,,Cyprus,Cyprus,,United States,,
The Del McCoury Band,Group,,US,1967,,Nashville,"Nashville, Davidson County, Tennessee, United States",,United States,,
Henry Butler,Person,Male,US,1949-09-21,,New Orleans,"New Orleans, Louisiana, United States",,United States,,
Professor Longhair,Person,Male,US,1918-12-19,1980-01-30,Bogalusa,"Bogalusa, Washington Parish, Louisiana, United States",,United States,,
Andy Statman,Person,Male,US,1950,,,,,United States,,
John Coltrane,Person,Male,US,1926-09-23,1967-07-17,Hamlet,"Hamlet, Richmond County, North Carolina, United States",,United States,,
The Little Willies,Group,,US,2003,,New York,"New York, New York, United States",,United States,,
Roscoe Holcomb,Person,Male,US,1912-09-05,1981-02-01,,,,United States,,
Jerry Douglas,Person,Male,US,1956-05-28,,Warren,"Warren, Trumbull County, Ohio, United States",,United States,,
Hank Williams III,Person,Male,US,1972-12-12,,Nashville,"Nashville, Davidson County, Tennessee, United States",,United States,,
Junior Brown,Person,Male,US,1952-06-12,,,,,United States,,
R.L. Burnside,Person,Male,US,1926-11-23,2005-09-01,Harmontown,"Harmontown, Lafayette County, Mississippi, United States",,United States,,
Vassar Clements,Person,Male,US,1928-04-25,2005-08-16,,,,United States,,
No Speed Limit,Group,,,,,,,,,,
Etta Baker,Person,Female,US,1913-03-31,2006-09-23,,,,United States,,
Ramblin’ Jack Elliott,Person,Male,US,1931-08-01,,Brooklyn,"Brooklyn, New York, New York, United States",,United States,,
Sammy Davis Jr.,Person,Male,US,1925-12-08,1990-05-16,New York,"New York, New York, United States",,United States,,
Dinah Washington,Person,Female,US,1924-08-29,1963-12-14,Tuscaloosa,"Tuscaloosa, Tuscaloosa County, Alabama, United States",,United States,,
Belton Richard,Person,Male,,,,,,,Louisiana,,
Eden Brent,Person,Female,US,1965-11-16,,Greenville,"Greenville, Washington County, Mississippi, United States",,United States,,
Floyd Cramer,Person,Male,US,1933-10-27,1997-12-31,Shreveport,"Shreveport, Caddo Parish, Louisiana, United States",,United States,,
North Mississippi Allstars,Group,,,1996,,Hernando,"Hernando, DeSoto County, Mississippi, United States",,Mississippi,,
Dr. John,Person,Male,US,1940-11-21,,New Orleans,"New Orleans, Louisiana, United States",,United States,,
Rod Bernard,Person,Male,US,1940-08-12,,,,,United States,,
Al Green,Person,Male,US,1946-04-13,,Forrest City,"Forrest City, St. Francis County, Arkansas, United States",,United States,,
Bix Beiderbecke,Person,Male,US,1903-03-10,1931-08-06,Davenport,"Davenport, Scott County, Iowa, United States",,United States,,
Bill Frisell,Person,Male,US,1951-03-18,,Baltimore,"Baltimore, Maryland, United States",,United States,,
James Booker,Person,Male,US,1939-12-17,1983-11-08,New Orleans,"New Orleans, Louisiana, United States",,United States,,
Clifton Chenier,Person,Male,US,1925-06-25,1987-12-12,,,,United States,,
Hosea Hargrove,,,,,,,,,,,
Earl (Connelly) King,Person,,,1929-11-19,1996,,,,,,
Peggy Lee,Person,Female,US,1920-05-26,2002-01-21,Jamestown,"Jamestown, Stutsman County, North Dakota, United States",,United States,,
Buddy Guy,Person,Male,US,1936-07-30,,Lettsworth,"Lettsworth, Pointe Coupee Parish, Louisiana, United States",,United States,,
Taj Mahal,Person,Male,US,1942-05-17,,Harlem,"Harlem, Manhattan, New York, New York, United States",,United States,,
Guitar Slim,Person,Male,US,1926-12-10,1959-02-07,,,,United States,,
Buddy Miller,Person,Male,US,1952-09-06,,Fairborn,"Fairborn, Greene County, Ohio, United States",,United States,,
Doc & Merle Watson,Group,,US,,1985,,,,United States,,
Sarah Vaughan,Person,Female,US,1924-03-27,1990-04-03,Newark,"Newark, Essex County, New Jersey, United States",,United States,,
Sonny Treadway,Person,,,,,,,,,,
John Hartford,Person,Male,US,1937-12-30,2001-06-04,New York,"New York, New York, United States",,United States,,
The Ravens,Group,,US,1945,1959,,,,United States,,
Woody Guthrie,Person,Male,US,1912-07-14,1967-10-03,Okemah,"Okemah, Okfuskee County, Oklahoma, United States",,United States,,
Jack White,Person,Male,,1975-07-09,,Detroit,"Detroit, Wayne County, Michigan, United States",,Nashville,,
Bill Landford & The Landfordaires,Group,,,,,,,,,,
José Alfredo Jiménez,Person,Male,MX,1926-01-19,1973-11-23,Guanajuato,"Guanajuato, Mexico",,Mexico,,
Eric Clapton,Person,Male,GB,1945-03-30,,Ripley,"Ripley, Surrey, England, United Kingdom",,United Kingdom,,
Lee Dorsey,Person,Male,US,1924-12-24,1986-12-01,,,,United States,,
Lester Young,Person,Male,US,1909-08-27,1959-03-15,Woodville,"Woodville, Wilkinson County, Mississippi, United States",,United States,,
The Balfa Brothers,Group,,US,,,,,,United States,,
Moses Williams,Person,,,,,,,,,,
Spencer Moore,,,,,,,,,,,
Buck Owens,Person,Male,US,1929-08-12,2006-03-25,Sherman,"Sherman, Grayson County, Texas, United States",,United States,,
Jerry Stuart,Person,Male,US,,,,,,United States,,
The Hackberry Ramblers,Group,,US,1933,,,,,United States,,
"Lambert, Hendricks & Bavan",Group,,,,,,,,,,
Ennio Morricone,Person,Male,IT,1928-11-10,,Rome,"Rome, Roma, Lazio, Italy",,Italy,,
Roosevelt Sykes,Person,Male,US,1906-01-31,1983-07-17,Arkansas,"Arkansas, United States",,United States,,
Smiley Lewis,Person,Male,US,1913-07-05,1966-10-07,,,,United States,,
Memphis Slim,Person,Male,US,1915-09-03,1988-02-24,Memphis,"Memphis, Shelby County, Tennessee, United States",,United States,,
The Almanac Singers,Group,,,1940,1942,,,,,,
JP Harris & The Tough Choices,Group,,,,,,,,,,
David Isaacs,Person,,JM,1946,2009-12-21,,,,Jamaica,,
Fate Marable's Society Syncopators,Group,,US,,,,,,United States,,
Big Maybelle,Person,Female,US,1924-05-01,1972-01-23,,,,United States,,
The Stanley Brothers,Group,,US,,1966,,,,United States,,
Bonsoir Catin,Group,,US,,,,,,United States,,
Booker T. & The MG’s,Group,,US,1962,,Memphis,"Memphis, Shelby County, Tennessee, United States",,United States,,
Erroll Garner,Person,Male,US,1921-06-15,1977-01-07,Pittsburgh,"Pittsburgh, Allegheny County, Pennsylvania, United States",,United States,,
Ry Cooder,Person,Male,US,1947-03-15,,Los Angeles,"Los Angeles, Los Angeles County, California, United States",,United States,,
Moon Mullican,Person,Male,US,1909-03-29,1967-01-01,,,,United States,,
Cookie & The Cupcakes,Group,,,,,,,,,,
Charlie Rich,Person,Male,US,1932-12-14,1995-07-24,,,,United States,,
Louis Jordan,Person,Male,US,1908-07-08,1975-02-04,Brinkley,"Brinkley, Monroe County, Arkansas, United States",,United States,,
Wilson Pickett,Person,Male,US,1941-03-18,2006-01-19,Prattville,"Prattville, Autauga County, Alabama, United States",,United States,,
Hank Williams,Person,Male,US,1923-09-17,1953-01-01,Mount Olive,"Mount Olive, Butler County, Alabama, United States",,United States,,
T‐Bone Walker,Person,Male,US,1910-05-28,1975-03-16,Linden,"Linden, Cass County, Texas, United States",,United States,,
Lefty Frizzell,Person,Male,US,1928-03-21,1975-07-19,,,,United States,,
Ray Charles,Person,Male,US,1930-09-23,2004-06-10,Albany,"Albany, Dougherty County, Georgia, United States",,United States,,
Johnny Otis,Person,Male,US,1921-12-28,2012-01-17,,,,United States,,
The Country Gentlemen,Group,,US,1957-07-04,2004,,,,United States,,
Lost Bayou Ramblers,Group,,US,1999,,Lafayette,"Lafayette, Lafayette Parish, Louisiana, United States",,United States,,
Pee Wee King,Person,Male,US,1914-02-18,2000-02-29,,,,United States,,
Slim Harpo,Person,Male,US,1924-01-11,1970-01-31,Lobdell,"Lobdell, West Baton Rouge Parish, Louisiana, United States",,United States,,
Southern Culture on the Skids,Group,,US,1983,,Chapel Hill,"Chapel Hill, Orange County, North Carolina, United States",,United States,,
Don & Dewey,Group,,US,1957,1964,,,,United States,,
Lucinda Williams,Person,Female,US,1953-01-26,,Lake Charles,"Lake Charles, Calcasieu Parish, Louisiana, United States",,United States,,
Roy Montrell,Person,Male,US,1928-02-27,1979-03-16,,,,United States,,
The Drifters,Group,,,,,,,,,,
Los Lobos,Group,,US,1973,,Los Angeles,"Los Angeles, Los Angeles County, California, United States",,United States,,
Carl Perkins,Person,Male,NZ,,,,,,New Zealand,,
Sleepy LaBeef,Person,Male,US,1935-07-20,,,,,United States,,
Lena Horne,Person,Female,US,1917-06-30,2010-05-09,Bedford–Stuyvesant,"Bedford–Stuyvesant, Brooklyn, New York, New York, United States",,United States,,
Onie Wheeler,Person,,,,,,,,,,
The Louvin Brothers,Group,,US,1940-07-04,1963-08-18,Alabama,"Alabama, United States",,United States,,
Uncle Tupelo,Group,,US,1987,1994-05,,,,United States,,
Rose Maddox,Person,Female,US,1926-08-15,1998-04-16,Boaz,"Boaz, Marshall County, Alabama, United States",,United States,,
Big Al Downing,Person,Male,US,1940-01-09,2005-07-04,,,,United States,,
Les Paul & Mary Ford,Group,,US,1950,1963,,,,United States,,
Mick Jagger,Person,Male,,1943-07-26,,Dartford,"Dartford, Kent, England, United Kingdom",,Pocé-sur-Cisse,,
Johnny Burnette & The Rock ’n’ Roll Trio,Group,,US,,,,,,United States,,
Charlie Feathers,Person,Male,US,1932-06-12,1998-08-29,Holly Springs,"Holly Springs, Marshall County, Mississippi, United States",,United States,,
Martin Denny,Person,Male,US,1911-04-10,2005-03-02,New York,"New York, New York, United States",,United States,,
Randy & The Rockets,,,,,,,,,,,
John Doe,Person,Male,US,1954-02-25,,Decatur,"Decatur, Macon County, Illinois, United States",,United States,,
Redman,Person,Male,US,1970-04-17,,Newark,"Newark, Essex County, New Jersey, United States",,United States,,
Big L,Person,Male,US,1974-05-30,1999-02-15,Harlem,"Harlem, Manhattan, New York, New York, United States",,United States,,
Gang Starr,Group,,US,1985,2006,Boston,"Boston, Suffolk County, Massachusetts, United States",,United States,,
Eminem,Person,Male,,1972-10-17,,St. Joseph,"St. Joseph, Buchanan County, Missouri, United States",,Detroit,,
Ghostface Killah,Person,Male,US,1970-01-28,,Staten Island,"Staten Island, New York, New York, United States",,United States,,
Inspectah Deck,Person,Male,,1970-07-06,,The Bronx,"The Bronx, New York, New York, United States",,Staten Island,,
Nas,Person,Male,US,1973-09-14,,Brooklyn,"Brooklyn, New York, New York, United States",,United States,,
Afroman,Person,Male,US,1974-07-29,,,,,United States,,
Jurassic 5,Group,,US,1993,2007,Los Angeles,"Los Angeles, Los Angeles County, California, United States",,United States,,
Mos Def,Person,Male,US,1973-12-11,,Brooklyn,"Brooklyn, New York, New York, United States",,United States,,
Statik Selektah,Person,Male,US,1982-01-23,,Boston,"Boston, Suffolk County, Massachusetts, United States",,United States,,
Big Punisher,Person,Male,US,1971-11-10,2000-02-07,The Bronx,"The Bronx, New York, New York, United States",,United States,,
Zeds Dead,Group,,CA,2009,,Toronto,"Toronto, Ontario, Canada",,Canada,,
Sean Price,Person,Male,US,1972-03-17,2015-08-08,Brownsville,"Brownsville, Brooklyn, New York, New York, United States",,United States,,
50 Cent,Person,Male,US,1975-07-06,,South Jamaica,"South Jamaica, Queens, New York, New York, United States",,United States,,
The Notorious B.I.G.,Person,Male,US,1972-05-21,1997-03-09,Clinton Hill,"Clinton Hill, Brooklyn, New York, New York, United States",,United States,,
JAY Z,Person,Male,US,1969-12-04,,Brooklyn,"Brooklyn, New York, New York, United States",,United States,,
Method Man,Person,Male,US,1971-03-02,,Hempstead,"Hempstead, Nassau County, New York, United States",,United States,,
Paul Engemann,Person,Male,US,1953-06-02,,,,,United States,,
Styles P,Person,Male,US,1974-11-28,,Yonkers,"Yonkers, Westchester County, New York, United States",,United States,,
DOOMSTARKS,Group,,,,,,,,,,
De La Soul,Group,,US,1987,,New York,"New York, United States",,United States,,
AZ,,,,,,,,,,,
Three 6 Mafia,Group,,US,1991,,Memphis,"Memphis, Shelby County, Tennessee, United States",,United States,,
Westside Connection,Group,,US,1993,,,,,United States,,
Rakim,Person,Male,US,1968-01-28,,Wyandanch,"Wyandanch, Babylon, Suffolk County, New York, United States",,United States,,
DANGERDOOM,Group,,US,,,,,,United States,,
Cypress Hill,Group,,US,1988,,South Gate,"South Gate, Los Angeles County, California, United States",,United States,,
MF DOOM,Person,Male,US,1971-01-09,,London,"London, England, United Kingdom",,United States,,
Krayzie Bone,Person,Male,US,1973-06-17,,Cleveland,"Cleveland, Cuyahoga County, Ohio, United States",,United States,,
Ol’ Dirty Bastard,Person,Male,US,1968-11-15,2004-11-13,Brooklyn,"Brooklyn, New York, New York, United States",,United States,,
R.A. the Rugged Man,Person,Male,US,1997-01-10,,,,,United States,,
Necro,Person,Male,US,1976-06-07,,,,,United States,,
DJ Quik,Person,Male,US,1970-01-18,,Pomona,"Pomona, Los Angeles County, California, United States",,United States,,
Masta Ace,Person,Male,US,1966-12-04,,Brownsville,"Brownsville, Brooklyn, New York, New York, United States",,United States,,
Canibus,Person,Male,US,1974-12-09,,Kingston,"Kingston, Jamaica",,United States,,
Black Thought,Person,Male,US,1971-10-03,,Philadelphia,"Philadelphia, Philadelphia County, Pennsylvania, United States",,United States,,
DJ Clue?,Person,Male,US,1975-01-08,,,,,United States,,
Del the Funky Homosapien,Person,Male,US,1972-08-12,,Oakland,"Oakland, Alameda County, California, United States",,United States,,
CunninLynguists,Group,,US,2000-03,,,,,United States,,
Raekwon,Person,Male,US,1970-01-12,,Staten Island,"Staten Island, New York, New York, United States",,United States,,
Jeru the Damaja,Person,Male,US,1972-02-14,,Brooklyn,"Brooklyn, New York, New York, United States",,United States,,
DOOM,Group,,JP,1985,,Japan,Japan,,Japan,,
KRS‐One,Person,Male,US,1965-08-20,,The Bronx,"The Bronx, New York, New York, United States",,United States,,
dead prez,Group,,US,1996,,Tallahassee,"Tallahassee, Leon County, Florida, United States",,United States,,
Tech N9ne,Person,Male,US,1971-11-08,,Kansas City,"Kansas City, Jackson County, Missouri, United States",,United States,,
Funkmaster Flex,Person,Male,US,1968-08-05,,The Bronx,"The Bronx, New York, New York, United States",,United States,,
A Tribe Called Quest,Group,,US,1985,,St. Albans,"St. Albans, Queens, New York, New York, United States",,United States,,
Public Enemy,Group,,US,1982,,Long Island City,"Long Island City, Queens, New York, New York, United States",,United States,,
Mobb Deep,Group,,,1993,,Queensbridge,"Queensbridge, Queens, New York, New York, United States",,Queens,,
Onyx,Group,,US,1989,,South Jamaica,"South Jamaica, Queens, New York, New York, United States",,United States,,
N.W.A,Group,,US,1986,1992,Compton,"Compton, Los Angeles County, California, United States",,United States,,
Slick Rick,Person,Male,,1965-01-14,,Mitcham,"Mitcham, Merton, London, England, United Kingdom",,The Bronx,,
LL Cool J,Person,Male,US,1968-01-14,,Bay Shore,"Bay Shore, Islip, Suffolk County, New York, United States",,United States,,
Naughty by Nature,Group,,US,1989,,East Orange,"East Orange, Essex County, New Jersey, United States",,United States,,
Georg Philipp Telemann,Person,Male,DE,1681-03-14,1767-06-25,Magdeburg,"Magdeburg, Sachsen-Anhalt, Germany",,Germany,,
Henry Purcell,Person,Male,GB,1659-09-10,1695-11-21,Westminster,"Westminster, London, England, United Kingdom",,United Kingdom,,
Alessandro Marcello,Person,Male,IT,1669-08-24,1747-06-19,,,,Italy,,
Heinrich Ignaz Franz Biber von Bibern,Person,Male,,1644-08-12,1704-05-03,Česká Lípa,"Česká Lípa, Liberecký kraj, Czech Republic",,,,
Jean-Baptiste Lully,Person,Male,FR,1632-11-28,1687-03-22,Florence,"Florence, Firenze, Toscana, Italy",,France,,
Domenico Scarlatti,Person,Male,IT,1685-10-26,1757-07-23,Napoli,"Napoli, Napoli, Campania, Italy",,Italy,,
Joseph Haydn,Person,Male,AT,1732-03-31,1809-05-31,Rohrau,"Rohrau, Niederösterreich, Austria",,Austria,,
Claudio Monteverdi,Person,Male,IT,1567-05-15,1643-11-29,Cremona,"Cremona, Lombardia, Italy",,Italy,,
John Dowland,Person,Male,GB,1563,1626,London,"London, England, United Kingdom",,United Kingdom,,
Giovanni Battista Pergolesi,Person,Male,IT,1710-01-04,1736-03-16,Iesi,"Iesi, Ancona, Marche, Italy",,Italy,,
Arcangelo Corelli,Person,Male,IT,1653-02-17,1713-01-08,Fusignano,"Fusignano, Ravenna, Emilia-Romagna, Italy",,Italy,,
Jean-Philippe Rameau,Person,Male,FR,1683-09-25,1764-09-12,Dijon,"Dijon, Côte-d'Or, Bourgogne, France",,France,,
Jan Pieterszoon Sweelinck,Person,Male,NL,1562-05,1621-10-16,Deventer,"Deventer, Overijssel, Netherlands",,Netherlands,,
Johann Christoph Bach,Person,Male,DE,1642-12-06,1703-03-31,Arnstadt,"Arnstadt, Thüringen, Germany",,Germany,,
Carl Philipp Emanuel Bach,Person,Male,DE,1714-03-08,1788-12-14,Weimar,"Weimar, Thüringen, Germany",,Germany,,
Marin Marais,Person,Male,FR,1656-05-31,1728-08-15,Paris,"Paris, Île-de-France, France",,France,,
Luigi Boccherini,Person,Male,IT,1743-02-12,1805-05-28,Lucca,"Lucca, Lucca, Toscana, Italy",,Italy,,
Antonio Salieri,Person,Male,IT,1750-08-18,1825-05-07,Legnago,"Legnago, Verona, Veneto, Italy",,Italy,,
William Boyce,Person,Male,GB,1711-09,1779-02-07,London,"London, England, United Kingdom",,United Kingdom,,
Dieterich Buxtehude,Person,Male,,1637,1707-05-09,Helsingborg,"Helsingborg, Helsingborg Municipality, Skåne, Sweden",,,,
Francesco Cavalli,Person,Male,IT,1602-02-14,1676-01-14,Crema,"Crema, Cremona, Lombardia, Italy",,Italy,,
Giovanni Gabrieli,Person,Male,IT,1554,1612,Venice,"Venice, Venezia, Veneto, Italy",,Italy,,
Carl Stamitz,Person,Male,DE,1745-05-07,1801-11-09,,,,Germany,,
Louis Couperin,Person,Male,FR,1626,1661-08-29,Chaumes-en-Brie,"Chaumes-en-Brie, Seine-et-Marne, Île-de-France, France",,France,,
Alessandro Scarlatti,Person,Male,IT,1660-05-02,1725-10-24,Palermo,"Palermo, Palermo, Sicilia, Italy",,Italy,,
Windir,Group,,NO,1994,2004-09-03,,,,Norway,,
Summoning,Group,,AT,1993,,Wien,"Wien, Austria",,Austria,,
An Autumn for Crippled Children,Group,,NL,2008,,,,,Netherlands,,
Cold Body Radiation,,,NL,2009,,,,,Netherlands,,
Endstille,Group,,DE,2000,,,,,Germany,,
